file name,service,ms.date in Acom,ms.date in Acn,wacn.date,status,no update in Acom,new article for existing services,removed in Acom,should update but not update,exception
notification-hubs-push-notification-faq.md,notification hubs,10/03/2016,10/03/2016,11/22/2016,Most Fresh,False,False,False,False,False
notification-hubs-push-notification-fixer.md,notification hubs,10/03/2016,10/03/2016,11/22/2016,Most Fresh,False,False,False,False,False
notification-hubs-push-notification-overview.md,notification hubs,08/25/2016,08/25/2016,11/22/2016,Most Fresh,True,False,False,False,False
notification-hubs-push-notification-registration-management.md,notification hubs,06/29/2016,06/29/2016,11/15/2016,Most Fresh,True,False,False,False,False
notification-hubs-push-notification-security.md,notification hubs,06/29/2016,06/29/2016,11/15/2016,Most Fresh,True,False,False,False,False
notification-hubs-python-push-notification-tutorial.md,notification hubs,06/29/2016,06/29/2016,11/15/2016,Most Fresh,True,False,False,False,False
notification-hubs-send-push-notifications-scheduled.md,notification hubs,06/29/2016,06/29/2016,08/23/2016,State,True,False,False,False,False
notification-hubs-tags-segment-push-message.md,notification hubs,06/29/2016,06/29/2016,08/23/2016,State,True,False,False,False,False
notification-hubs-templates-cross-platform-push-messages.md,notification hubs,06/29/2016,06/29/2016,08/23/2016,State,True,False,False,False,False
notification-hubs-windows-mobile-push-notifications-mpns.md,notification hubs,10/03/2016,10/03/2016,11/22/2016,Most Fresh,False,False,False,False,False
notification-hubs-windows-notification-dotnet-push-xplat-segmented-wns.md,notification hubs,06/29/2016,06/29/2016,11/11/2016,Most Fresh,True,False,False,False,False
notification-hubs-windows-phone-push-xplat-segmented-mpns-notification.md,notification hubs,06/29/2016,06/29/2016,08/23/2016,State,True,False,False,False,False
notification-hubs-windows-store-dotnet-get-started-wns-push-notification.md,notification hubs,10/03/2016,10/03/2016,11/22/2016,Most Fresh,False,False,False,False,False
notification-hubs-windows-store-dotnet-xplat-localized-wns-push-notification.md,notification hubs,06/29/2016,06/29/2016,11/11/2016,Most Fresh,True,False,False,False,False
xamarin-notification-hubs-ios-push-notification-apns-get-started.md,notification hubs,06/29/2016,06/29/2016,11/22/2016,Most Fresh,True,False,False,False,False
cache-administration.md,redis cache,09/27/2016,09/27/2016,11/21/2016,Most Fresh,False,False,False,False,False
cache-aspnet-output-cache-provider.md,redis cache,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
cache-aspnet-session-state-provider.md,redis cache,09/01/2016,09/01/2016,11/25/2016,Most Fresh,True,False,False,False,False
cache-configure.md,redis cache,08/25/2016,08/25/2016,10/17/2016,Most Fresh,True,False,False,False,False
cache-dotnet-how-to-use-azure-redis-cache.md,redis cache,08/25/2016,08/25/2016,11/25/2016,Most Fresh,True,False,False,False,False
cache-faq.md,redis cache,09/21/2016,09/21/2016,11/21/2016,Most Fresh,False,False,False,False,False
cache-how-to-import-export-data.md,redis cache,09/15/2016,09/15/2016,11/21/2016,Most Fresh,False,False,False,False,False
cache-how-to-monitor.md,redis cache,08/30/2016,08/30/2016,11/14/2016,Most Fresh,True,False,False,False,False
cache-how-to-premium-clustering.md,redis cache,09/15/2016,09/15/2016,11/21/2016,Most Fresh,False,False,False,False,False
cache-how-to-premium-persistence.md,redis cache,09/30/2016,09/30/2016,11/21/2016,Most Fresh,False,False,False,False,False
cache-how-to-premium-vnet.md,redis cache,09/15/2016,09/15/2016,11/21/2016,Most Fresh,False,False,False,False,False
cache-how-to-scale.md,redis cache,09/07/2016,09/07/2016,11/14/2016,Most Fresh,True,False,False,False,False
cache-how-to-troubleshoot.md,redis cache,08/09/2016,08/09/2016,11/25/2016,Most Fresh,True,False,False,False,False
cache-howto-manage-redis-cache-powershell.md,redis cache,08/10/2016,08/10/2016,09/30/2016,Fresh,True,False,False,False,False
cache-java-get-started.md,redis cache,08/24/2016,08/24/2016,11/25/2016,Most Fresh,True,False,False,False,False
cache-manage-cli.md,redis cache,09/15/2016,09/15/2016,11/28/2016,Most Fresh,False,False,False,False,False
cache-nodejs-get-started.md,redis cache,08/16/2016,08/16/2016,11/25/2016,Most Fresh,True,False,False,False,False
cache-premium-tier-intro.md,redis cache,09/15/2016,09/15/2016,11/21/2016,Most Fresh,False,False,False,False,False
cache-python-get-started.md,redis cache,08/16/2016,08/16/2016,11/25/2016,Most Fresh,True,False,False,False,False
cache-redis-cache-arm-provision.md,redis cache,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
cache-redis-samples.md,redis cache,08/30/2016,08/30/2016,10/25/2016,Most Fresh,True,False,False,False,False
cache-web-app-arm-with-redis-cache-provision.md,redis cache,08/09/2016,08/09/2016,09/30/2016,Fresh,True,False,False,False,False
cache-web-app-howto.md,redis cache,10/11/2016,10/11/2016,11/25/2016,Most Fresh,False,False,False,False,False
scheduler-advanced-complexity.md,scheduler,08/18/2016,08/18/2016,10/10/2016,Most Fresh,True,False,False,False,False
scheduler-concepts-terms.md,scheduler,08/18/2016,08/18/2016,10/10/2016,Most Fresh,True,False,False,False,False
scheduler-get-started-portal.md,scheduler,08/10/2016,08/10/2016,10/11/2016,Most Fresh,True,False,False,False,False
scheduler-high-availability-reliability.md,scheduler,08/16/2016,08/16/2016,10/10/2016,Most Fresh,True,False,False,False,False
scheduler-intro.md,scheduler,08/18/2016,08/18/2016,10/10/2016,Most Fresh,True,False,False,False,False
scheduler-limits-defaults-errors.md,scheduler,08/18/2016,08/18/2016,10/10/2016,Most Fresh,True,False,False,False,False
scheduler-outbound-authentication.md,scheduler,08/15/2016,08/15/2016,08/29/2016,State,True,False,False,False,False
scheduler-plans-billing.md,scheduler,08/18/2016,08/18/2016,10/10/2016,Most Fresh,True,False,False,False,False
scheduler-powershell-reference.md,scheduler,08/18/2016,08/18/2016,10/10/2016,Most Fresh,True,False,False,False,False
azure-security-antimalware.md,security,09/19/2016,09/19/2016,10/31/2016,Most Fresh,False,False,False,False,False
azure-security-data-classification.md,security,08/16/2016,08/09/2016,09/26/2016,Fresh,True,False,False,True,False
azure-security-data-encryption-best-practices.md,security,08/16/2016,08/16/2016,10/31/2016,Most Fresh,True,False,False,False,False
azure-security-getting-started.md,security,05/19/2016,05/19/2016,10/31/2016,Most Fresh,True,False,False,False,False
azure-security-management.md,security,08/25/2016,04/26/2016,05/30/2016,Abandon,True,False,False,True,False
azure-security-network-security-best-practices.md,security,05/25/2016,05/25/2016,10/31/2016,Most Fresh,True,False,False,False,False
azure-security-pen-testing.md,security,08/09/2016,08/09/2016,10/31/2016,Most Fresh,True,False,False,False,False
azure-security-services-technologies.md,security,08/09/2016,08/09/2016,10/31/2016,Most Fresh,True,False,False,False,False
best-practices-network-security.md,security,03/14/2016,03/14/2016,10/31/2016,Most Fresh,True,False,False,False,False
security-get-started-overview.md,security,08/09/2016,08/09/2016,10/31/2016,Most Fresh,True,False,False,False,False
security-microsoft-trust-center.md,security,08/09/2016,08/09/2016,10/31/2016,Most Fresh,True,False,False,False,False
security-network-overview.md,security,08/09/2016,08/09/2016,10/31/2016,Most Fresh,True,False,False,False,False
security-storage-overview.md,security,09/16/2016,09/16/2016,10/31/2016,Most Fresh,False,False,False,False,False
security-virtual-machines-overview.md,security,08/16/2016,09/16/2016,10/31/2016,Most Fresh,True,False,False,True,False
service-bus-amqp-apache.md,service bus,09/29/2016,05/06/2016,06/27/2016,Abandon,False,False,False,True,False
service-bus-amqp-dotnet.md,service bus,10/03/2016,07/05/2016,08/15/2016,State,False,False,False,True,False
service-bus-amqp-java.md,service bus,09/29/2016,09/29/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-amqp-overview.md,service bus,09/29/2016,05/10/2016,06/27/2016,Abandon,False,False,False,True,False
service-bus-amqp-php.md,service bus,09/29/2016,05/06/2016,06/27/2016,Abandon,False,False,False,True,False
service-bus-amqp-protocol-guide.md,service bus,07/01/2016,07/01/2016,08/15/2016,State,False,False,False,False,False
service-bus-amqp-python.md,service bus,09/29/2016,05/10/2016,06/27/2016,Abandon,False,False,False,True,False
service-bus-architecture.md,service bus,07/11/2016,07/11/2016,08/15/2016,State,False,False,False,False,False
service-bus-async-messaging.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-authentication-and-authorization.md,service bus,10/03/2016,03/09/2016,08/15/2016,State,False,False,False,True,False
service-bus-auto-forwarding.md,service bus,09/29/2016,05/06/2016,06/27/2016,Abandon,False,False,False,True,False
service-bus-automation-manage.md,service bus,07/29/2016,07/29/2016,09/19/2016,Fresh,False,False,False,False,False
service-bus-azure-and-service-bus-queues-compared-contrasted.md,service bus,09/23/2016,07/05/2015,08/15/2016,State,False,False,False,True,False
service-bus-brokered-tutorial-dotnet.md,service bus,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-brokered-tutorial-rest.md,service bus,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-build-reliable-and-elastic-cloud-apps.md,service bus,,05/10/2016,07/25/2016,Abandon,False,False,True,None,False
service-bus-connect-millions-of-things.md,service bus,,10/06/2015,11/27/2015,Abandon,False,False,True,None,False
service-bus-create-queues.md,service bus,10/03/2016,06/21/2016,08/15/2016,State,False,False,False,True,False
service-bus-create-topics-subscriptions.md,service bus,10/04/2016,03/16/2016,06/27/2016,Abandon,False,False,False,True,False
service-bus-dead-letter-queues.md,service bus,10/03/2016,06/21/2016,08/15/2016,State,False,False,False,True,False
service-bus-dotnet-advanced-message-queuing.md,service bus,09/29/2016,05/10/2016,06/27/2016,Abandon,False,False,False,True,False
service-bus-dotnet-get-started-with-queues.md,service bus,08/23/2016,08/23/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-dotnet-how-to-use-queues.md,service bus,,05/09/2016,06/21/2016,Abandon,False,False,True,None,False
service-bus-dotnet-how-to-use-relay.md,service bus,09/16/2016,09/16/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-dotnet-how-to-use-topics-subscriptions.md,service bus,09/16/2016,09/16/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-dotnet-hybrid-app-using-service-bus-relay.md,service bus,09/16/2016,09/16/2016,10/25/2016,Most Fresh,False,False,False,False,False
service-bus-dotnet-multi-tier-app-using-service-bus-queues.md,service bus,09/01/2016,09/01/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-event-hubs-manage-with-ps.md,service bus,10/04/2016,06/24/2016,11/28/2016,Most Fresh,False,False,False,True,False
service-bus-faq.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-fundamentals-hybrid-solutions.md,service bus,08/31/2016,08/31/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-hybrid-applications-spanning-cloud-and-premises.md,service bus,,05/06/2016,08/15/2016,State,False,False,True,None,False
service-bus-java-amqp-overview.md,service bus,10/04/2016,03/09/2016,08/15/2016,State,False,False,False,True,False
service-bus-java-how-to-use-amqp.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-java-how-to-use-jms-api-amqp.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-java-how-to-use-queues.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-java-how-to-use-topics-subscriptions.md,service bus,08/23/2016,08/23/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-messaging-exceptions.md,service bus,09/02/2016,09/02/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-messaging-overview.md,service bus,09/27/2016,09/27/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-nodejs-how-to-use-queues.md,service bus,10/03/2016,05/06/2016,07/25/2016,Abandon,False,False,False,True,False
service-bus-nodejs-how-to-use-topics-subscriptions.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-outages-disasters.md,service bus,09/02/2016,09/02/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-paired-namespaces.md,service bus,10/04/2016,03/16/2016,08/15/2016,State,False,False,False,True,False
service-bus-partitioned-queues-and-topics-amqp-overview.md,service bus,10/14/2016,10/14/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-partitioning.md,service bus,09/02/2016,09/02/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-performance-improvements.md,service bus,10/14/2016,10/14/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-php-how-to-use-queues.md,service bus,10/04/2016,06/01/2016,07/25/2016,Abandon,False,False,False,True,False
service-bus-php-how-to-use-topics-subscriptions.md,service bus,10/14/2016,05/10/2016,07/25/2016,Abandon,False,False,False,True,False
service-bus-powershell-how-to-provision.md,service bus,10/03/2016,10/03/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-pricing-billing.md,service bus,10/06/2016,10/06/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-pricing-faq.md,service bus,,03/16/2016,07/25/2016,Abandon,False,False,True,None,False
service-bus-python-how-to-use-queues.md,service bus,09/21/2016,05/10/2016,07/25/2016,Abandon,False,False,False,True,False
service-bus-python-how-to-use-topics-subscriptions.md,service bus,10/04/2016,05/06/2016,07/25/2016,Abandon,False,False,False,True,False
service-bus-queues-topics-subscriptions.md,service bus,10/14/2016,06/20/2016,08/15/2016,State,False,False,False,True,False
service-bus-quotas.md,service bus,10/05/2016,05/04/2016,06/21/2016,Abandon,False,False,False,True,False
service-bus-relay-overview.md,service bus,09/01/2016,09/01/2016,10/24/2016,Most Fresh,False,False,False,False,False
service-bus-relay-rest-tutorial.md,service bus,09/27/2016,06/03/2016,07/28/2016,Abandon,False,False,False,True,False
service-bus-relay-tutorial.md,service bus,09/27/2016,05/17/2016,07/25/2016,Abandon,False,False,False,True,False
service-bus-resource-manager-namespace-auth-rule.md,service bus,10/14/2016,07/11/2016,10/24/2016,Most Fresh,False,False,False,True,False
service-bus-resource-manager-namespace-event-hub.md,service bus,,07/11/2016,08/15/2016,State,False,False,True,None,False
service-bus-resource-manager-namespace-queue.md,service bus,10/14/2016,07/11/2016,10/24/2016,Most Fresh,False,False,False,True,False
service-bus-resource-manager-namespace-topic.md,service bus,10/14/2016,07/11/2016,10/24/2016,Most Fresh,False,False,False,True,False
service-bus-resource-manager-namespace.md,service bus,10/04/2016,04/15/2016,11/28/2016,Most Fresh,False,False,False,True,False
service-bus-resource-manager-overview.md,service bus,10/14/2016,10/14/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-ruby-how-to-use-queues.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-ruby-how-to-use-topics-subscriptions.md,service bus,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-samples.md,service bus,10/07/2016,10/07/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-bus-sas-overview.md,service bus,10/02/2016,06/22/2016,08/15/2016,State,False,False,False,True,False
service-bus-shared-access-signature-authentication.md,service bus,10/02/2016,06/22/2016,08/15/2016,State,False,False,False,True,False
service-bus-transactions.md,service bus,10/04/2016,05/16/2016,06/27/2016,Abandon,False,False,False,True,False
service-fabric-add-a-web-frontend.md,service fabric,08/11/2016,08/11/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-lifecycle.md,service fabric,08/25/2016,08/25/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-model.md,service fabric,08/10/2016,08/10/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-application-runas-security.md,service fabric,09/22/2016,09/22/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-application-scenarios.md,service fabric,07/05/2016,07/05/2016,08/08/2016,State,True,False,False,False,False
service-fabric-application-secret-management.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-upgrade-advanced.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-upgrade-data-serialization.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-application-upgrade-parameters.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-upgrade-troubleshooting.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-upgrade-tutorial-powershell.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-upgrade-tutorial.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-application-upgrade.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-architecture.md,service fabric,06/09/2016,06/09/2016,08/08/2016,State,True,False,False,False,False
service-fabric-automate-powershell.md,service fabric,08/25/2016,08/25/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-availability-services.md,service fabric,08/10/2016,08/10/2016,08/29/2016,State,True,False,False,False,False
service-fabric-capacity-planning.md,service fabric,09/14/2016,09/14/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-choose-framework.md,service fabric,07/18/2016,07/18/2016,08/29/2016,State,True,False,False,False,False
service-fabric-cloud-services-migration-differences.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-cloud-services-migration-worker-role-stateless-service.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-cluster-capacity.md,service fabric,09/09/2016,09/09/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-creation-for-windows-server.md,service fabric,09/26/2016,09/26/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-cluster-creation-via-arm.md,service fabric,09/25/2016,09/25/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-cluster-creation-via-portal.md,service fabric,09/21/2016,09/21/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-cluster-creation-via-visual-studio.md,service fabric,10/06/2016,10/06/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-cluster-creation-with-windows-azure-vms.md,service fabric,08/05/2016,08/05/2016,08/29/2016,State,True,False,False,False,False
service-fabric-cluster-delete.md,service fabric,09/09/2016,09/09/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-fabric-settings.md,service fabric,09/20/2016,09/20/2016,11/28/2016,Most Fresh,False,True,False,False,False
service-fabric-cluster-manifest.md,service fabric,10/07/2016,10/07/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-cluster-nodetypes.md,service fabric,09/09/2016,09/09/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-advanced-placement-rules-affinity.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-advanced-placement-rules-placement-policies.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-advanced-throttling.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-application-groups.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-architecture.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-balancing.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-cluster-description.md,service fabric,08/19/2016,08/19/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-configure-services.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-defragmentation-metrics.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-introduction.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-management-integration.md,service fabric,08/19/2016,08/19/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-metrics.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-resource-manager-movement-cost.md,service fabric,08/19/2016,08/19/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-scale-up-down.md,service fabric,09/09/2016,09/09/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-security-client-auth-with-aad.md,service fabric,,06/13/2016,07/04/2016,Abandon,False,False,True,None,False
service-fabric-cluster-security-roles.md,service fabric,09/14/2016,09/14/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-security-update-certs-azure.md,service fabric,08/15/2016,08/15/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-security.md,service fabric,08/19/2016,08/19/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-cluster-upgrade-windows-server.md,service fabric,10/10/2016,10/10/2016,11/28/2016,Most Fresh,False,True,False,False,False
service-fabric-cluster-upgrade.md,service fabric,10/10/2016,10/10/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-cluster-windows-server-add-remove-nodes.md,service fabric,09/20/2016,09/20/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-concepts-partitioning.md,service fabric,06/20/2016,06/20/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-concepts-scalability.md,service fabric,08/10/2016,08/10/2016,08/29/2016,State,True,False,False,False,False
service-fabric-concepts-state.md,service fabric,08/10/2016,08/10/2016,08/29/2016,State,True,False,False,False,False
service-fabric-connect-and-communicate-with-services.md,service fabric,07/05/2016,07/05/2016,08/08/2016,State,True,False,False,False,False
service-fabric-connect-to-secure-cluster.md,service fabric,08/25/2016,08/25/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-controlled-chaos.md,service fabric,09/19/2016,09/19/2016,11/28/2016,Most Fresh,False,True,False,False,False
service-fabric-create-your-first-application-in-visual-studio.md,service fabric,09/28/2016,09/28/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-debugging-your-application.md,service fabric,06/21/2016,06/21/2016,08/08/2016,State,True,False,False,False,False
service-fabric-deploy-anywhere.md,service fabric,09/22/2016,09/22/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-deploy-existing-app.md,service fabric,09/22/2016,09/22/2016,11/18/2016,Most Fresh,False,False,False,False,False
service-fabric-deploy-multiple-apps.md,service fabric,06/20/2016,06/20/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-deploy-remove-applications.md,service fabric,08/25/2016,08/25/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-diagnostic-how-to-use-elasticsearch.md,service fabric,08/09/2016,08/09/2016,08/29/2016,State,True,False,False,False,False
service-fabric-diagnostics-how-to-monitor-and-diagnose-services-locally.md,service fabric,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-diagnostics-how-to-report-and-check-service-health.md,service fabric,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-diagnostics-how-to-setup-wad.md,service fabric,09/28/2016,09/28/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-diagnostics-troubleshoot-common-scenarios.md,service fabric,03/31/2016,03/31/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-disaster-recovery.md,service fabric,08/10/2016,08/10/2016,08/29/2016,State,True,False,False,False,False
service-fabric-errors-and-exceptions.md,service fabric,08/25/2016,08/25/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-get-started-with-a-local-cluster.md,service fabric,09/09/2016,09/09/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-get-started.md,service fabric,09/13/2016,09/13/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-health-introduction.md,service fabric,09/28/2016,09/28/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-linux-overview.md,service fabric,09/26/2016,09/26/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-manage-application-in-visual-studio.md,service fabric,09/09/2016,09/09/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-manage-multiple-environment-app-configuration.md,service fabric,07/19/2016,07/19/2016,08/29/2016,State,True,False,False,False,False
service-fabric-overview-microservices.md,service fabric,09/20/2016,09/20/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-overview.md,service fabric,09/22/2016,09/22/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-project-creation-next-step-tasks.md,service fabric,07/08/2016,07/08/2016,08/08/2016,State,True,False,False,False,False
service-fabric-publish-app-remote-cluster.md,service fabric,07/29/2016,07/29/2016,08/29/2016,State,True,False,False,False,False
service-fabric-reliable-actors-diagnostics.md,service fabric,07/05/2016,07/05/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-reliable-actors-events.md,service fabric,08/30/2016,08/30/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-reliable-actors-get-started.md,service fabric,09/25/2016,09/25/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-reliable-actors-introduction.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-actors-kvsactorstateprovider-configuration.md,service fabric,09/20/2016,09/20/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-reliable-actors-lifecycle.md,service fabric,08/30/2016,08/30/2016,10/24/2016,Most Fresh,True,False,False,False,False
service-fabric-reliable-actors-notes-on-actor-type-serialization.md,service fabric,07/06/2015,07/06/2015,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-actors-platform.md,service fabric,07/06/2016,07/06/2016,11/17/2016,Most Fresh,True,False,False,False,False
service-fabric-reliable-actors-polymorphism.md,service fabric,07/07/2016,07/07/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-actors-reentrancy.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-actors-reliabledictionarystateprovider-configuration.md,service fabric,07/18/2016,07/18/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-actors-state-management.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-actors-timers-reminders.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-services-advanced-usage.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-services-backup-restore.md,service fabric,06/19/2016,06/19/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-services-communication-remoting.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-services-communication-wcf.md,service fabric,07/26/2016,07/26/2016,08/29/2016,State,True,False,False,False,False
service-fabric-reliable-services-communication-webapi.md,service fabric,07/29/2016,07/29/2016,08/29/2016,State,True,False,False,False,False
service-fabric-reliable-services-communication.md,service fabric,07/06/2016,07/06/2016,08/08/2016,State,True,False,False,False,False
service-fabric-reliable-services-configuration.md,service fabric,09/20/2016,09/20/2016,11/28/2016,Most Fresh,False,False,False,False,False
service-fabric-reliable-services-diagnostics.md,service fabric,05/17/2016,05/17/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-reliable-services-introduction.md,service fabric,03/25/2016,03/25/2016,07/04/2016,Abandon,True,False,False,False,False
service-fabric-reliable-services-notifications.md,service fabric,06/24/2016,06/24/2016,08/08/2016,State,True,False,False,False,False
