file name,service,ms.date in Acom,ms.date in Acn,wacn.date,status,no update in Acom,new article for existing services,removed in Acom,should update but not update,exception
aog-active-directory-account-never-expire.md,others,,,10/28/2016,Most Fresh,None,True,None,None,True
aog-active-directory-manage-domain-integrate.md,others,,,08/31/2016,State,None,False,None,None,True
aog-active-directory-troubleshoot-saml-error.md,others,,10/27/2016,11/10/2016,Most Fresh,None,True,None,None,True
aog-automation-connect-mooncake.md,others,,,02/01/2016,Abandon,None,False,None,None,True
aog-automation-how-to-turn-on-off-vm.md,others,,,06/08/2016,Abandon,None,False,None,None,True
aog-automation-powershell-module-update.md,others,,,10/28/2016,Most Fresh,None,True,None,None,True
aog-azure-java-manage-vm.md,others,,,07/29/2016,Abandon,None,False,None,None,True
aog-billing-delete-unused-vhd-to-reduce-cost.md,others,,,05/27/2016,Abandon,None,False,None,None,True
aog-cloud-service-endpoint-configure.md,others,,,08/31/2016,State,None,False,None,None,True
aog-cloud-services-compute-diagnostics-data.md,others,,,09/29/2016,Fresh,None,False,None,None,True
aog-cloud-services-how-to-catch-iisdump.md,others,,,09/29/2016,Fresh,None,False,None,None,True
aog-general-azure-concept.md,others,,,08/31/2016,State,None,False,None,None,True
aog-management-portal-how-to-see-operation-log.md,others,,,12/18/2015,Abandon,None,False,None,None,True
aog-media-service-troubleshot-android-hls-address-unknown.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-media-services-troubleshoot-faq.md,others,,,09/29/2016,Fresh,None,False,None,None,True
aog-notification-hub-baidu-register-fail.md,others,,10/28/2016,10/28/2016,Most Fresh,None,True,None,None,True
aog-powershell-send-http-request.md,others,,,09/29/2016,Fresh,None,False,None,None,True
aog-redis-cache-best-Practices.md,others,,,08/31/2016,State,None,False,None,None,True
aog-redis-cache-faq.md,others,,,08/31/2016,State,None,False,None,None,True
aog-service-bus-troubleshoot-certificate-error.md,others,,,11/23/2016,Most Fresh,None,False,None,None,True
aog-sql-database-troubleshot-dead-lock.md,others,,,11/30/2016,Most Fresh,None,False,None,None,True
aog-sql-service-transaction-copy.md,others,,,09/29/2016,Fresh,None,False,None,None,True
aog-storage-blob-file-md5.md,others,,10/28/2016,10/28/2016,Most Fresh,None,True,None,None,True
aog-storage-blob-wget-download-offset.md,others,,10/28/2016,10/28/2016,Most Fresh,None,True,None,None,True
aog-storage-fio-iops-test.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-storage-how-to-create-account-container.md,others,,,12/14/2015,Abandon,None,False,None,None,True
aog-storage-how-to-create-sas-for-blob.md,others,,,06/08/2016,Abandon,None,False,None,None,True
aog-storage-how-to-use-azcopy.md,others,,,01/21/2016,Abandon,None,False,None,None,True
aog-storage-media-stop-resume.md,others,,10/27/2016,11/10/2016,Most Fresh,None,True,None,None,True
aog-virtual-machine-add-vm-to-availability-group.md,others,,,06/08/2015,Abandon,None,False,None,None,True
aog-virtual-machine-how-to-reset-vm-size.md,others,,,12/18/2015,Abandon,None,False,None,None,True
aog-virtual-machine-how-to-turn-off-vm-automatically.md,others,,,06/08/2016,Abandon,None,False,None,None,True
aog-virtual-machines-attach-vhd.md,others,,,06/08/2016,Abandon,None,False,None,None,True
aog-virtual-machines-disk-performace.md,others,,,10/28/2016,Most Fresh,None,True,None,None,True
aog-virtual-machines-docker-based-afs.md,others,,,09/29/2016,Fresh,None,False,None,None,True
aog-virtual-machines-docker-manage-vm.md,others,,,10/28/2016,Most Fresh,None,True,None,None,True
aog-virtual-machines-linux-add-process-limit.md,others,,,08/31/2016,State,None,False,None,None,True
aog-virtual-machines-linux-deploy-cloud-foundry-manual.md,others,,,08/31/2016,State,None,False,None,None,True
aog-virtual-machines-linux-raid-troubleshot.md,others,,,08/31/2016,State,None,False,None,None,True
aog-virtual-machines-linux-scenarios-unable-to-remote.md,others,,,07/26/2016,Abandon,None,False,None,None,True
aog-virtual-machines-ps-add-endpoint.md,others,,,02/01/2016,Abandon,None,False,None,None,True
aog-virtual-machines-troubleshoot-change-static-ip.md,others,,10/27/2016,11/10/2016,Most Fresh,None,True,None,None,True
aog-virtual-machines-troubleshoot-restart.md,others,,,10/11/2016,Most Fresh,None,False,None,None,True
aog-virtual-machines-troubleshoot-ssh-remote-fail.md,others,,,10/28/2016,Most Fresh,None,True,None,None,True
aog-virtual-machines-ubuntu-remote-desktop.md,others,,,10/28/2016,Most Fresh,None,True,None,None,True
aog-virtual-machines-windows-scenarios-unable-to-remote.md,others,,,07/26/2016,Abandon,None,False,None,None,True
aog-virtual-network-add-endpoint-and-acl.md,others,,,08/01/2016,Abandon,None,False,None,None,True
aog-virtual-network-how-to-use-internal-ip.md,others,,,08/01/2016,Abandon,None,False,None,None,True
aog-virtual-network-how-to-use-reserved-ip.md,others,,,06/08/2016,Abandon,None,False,None,None,True
aog-virtual-network-iperf-bandwidth-test.md,others,,11/03/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-virtual-network-point-to-site-generate-certificate.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-virtual-network-troubleshoot-mtr.md,others,,10/20/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-virtual-network-use-nsg-dmz.md,others,,,08/01/2016,Abandon,None,False,None,None,True
aog-web-app-.net-core-64bit.md,others,,10/27/2016,11/10/2016,Most Fresh,None,True,None,None,True
aog-web-app-configure-local-cache.md,others,,,08/31/2016,State,None,False,None,None,True
aog-web-app-diagnostics-kudu.md,others,,,08/31/2016,State,None,False,None,None,True
aog-web-app-ftp-kudu-login.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-web-app-get-user-ip.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-web-app-java-cgi-error.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-web-app-java-import-wosign-certification.md,others,,10/28/2016,10/28/2016,Most Fresh,None,True,None,None,True
aog-web-app-java-memory-out.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
aog-web-app-timeout-30s.md,others,,10/27/2016,11/03/2016,Most Fresh,None,True,None,None,True
architecture-overview.md,others,09/13/2016,09/13/2016,10/24/2016,Most Fresh,True,False,False,False,False
azure-1rmb-trial-application-and-signup.md,others,,,12/02/2016,Most Fresh,None,False,None,None,True
azure-api-management-certs.md,others,04/18/2016,04/18/2016,06/13/2016,Abandon,True,False,False,False,False
azure-architectures-cpif-foundation-azure-search-tier.md,others,,03/25/2015,12/17/2015,Abandon,False,False,True,None,False
azure-architectures-cpif-foundation-global-load-balanced-web-tier.md,others,,03/25/2015,01/21/2016,Abandon,False,False,True,None,False
azure-architectures-cpif-foundation-multi-site-data-tier.md,others,,03/25/2015,10/03/2015,Abandon,False,False,True,None,False
azure-architectures-cpif-foundation-offsite-batch-processing-tier.md,others,,03/25/2015,10/03/2015,Abandon,False,False,True,None,False
azure-architectures-cpif-infrastructure-hybrid-networking.md,others,,03/25/2015,10/03/2015,Abandon,False,False,True,None,False
azure-architectures-cpif-overview.md,others,,03/25/2015,10/03/2015,Abandon,False,False,True,None,False
azure-classic-rm.md,others,02/11/2016,02/11/2016,05/30/2016,Abandon,True,False,False,False,False
azure-cloud-services-user-manual-part-1.md,others,,,09/21/2016,Fresh,None,False,None,None,True
azure-cloud-services-user-manual-part-2.md,others,,,09/21/2016,Fresh,None,False,None,None,True
azure-cognitive-services-face-api-wechat-app.md,others,,,09/09/2016,Fresh,None,False,None,None,True
azure-ea-portal-user-manual.md,others,,,09/21/2016,Fresh,None,False,None,None,True
azure-glossary-cloud-terminology.md,others,08/03/2016,08/03/2016,09/26/2016,Fresh,True,False,False,False,False
azure-Iaas-user-manual-part1.md,others,,,09/30/2016,Fresh,None,False,None,None,True
azure-Iaas-user-manual-part2.md,others,,,09/27/2016,Fresh,None,False,None,None,True
azure-Iaas-user-manual-part3.md,others,,,09/21/2016,Fresh,None,False,None,None,True
azure-managed-backup-sql-server-and-blob-storage.md,others,,,08/24/2016,State,None,False,None,None,True
azure-media-services-live-streaming.md,others,,,08/10/2016,State,None,False,None,None,True
azure-media-services-on-demand-streaming.md,others,,,08/10/2016,State,None,False,None,None,True
azure-pia-application-and-signup.md,others,,,12/02/2016,Most Fresh,None,False,None,None,True
azure-portal-overview.md,others,12/16/2015,12/16/2015,05/13/2016,Abandon,True,False,False,False,False
azure-preview-portal-keyboard-shortcuts.md,others,,12/01/2015,03/18/2016,Abandon,False,False,True,None,False
azure-preview-portal-supported-browsers-devices.md,others,07/23/2015,07/23/2015,05/13/2016,Abandon,True,False,False,False,False
azure-remote-desktop-testing.md,others,,,10/17/2016,Most Fresh,None,False,None,None,True
azure-sdk-dotnet-release-notes-2_6.md,others,,01/19/2016,03/28/2016,Abandon,False,False,True,None,False
azure-sdk-dotnet-release-notes-2_7.md,others,,01/19/2016,03/28/2016,Abandon,False,False,True,None,False
azure-sdk-dotnet-release-notes-2_8.md,others,,01/31/2016,03/17/2016,Abandon,False,False,True,None,False
azure-security-audit-log-management.md,others,,12/10/2015,01/29/2016,Abandon,False,False,True,None,False
azure-sql-database-user-manual-part-1.md,others,,,10/19/2016,Most Fresh,None,False,None,None,True
azure-sql-database-user-manual-part-2.md,others,,,10/28/2016,Most Fresh,None,False,None,None,True
azure-subscription-service-limits.md,others,08/29/2016,08/29/2016,10/24/2016,Most Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-azure-project-properties.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-azure-role-properties.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-azure-service-endpoints.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-azure-storage-account-list.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-creating-a-hello-world-application.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-debugging-azure-applications.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-deploying-large-deployments.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-displaying-javadoc-content-for-azure-libraries.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-enable-session-affinity.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-enabling-remote-access-for-azure-deployments.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-installation.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-eclipse-whats-new.md,others,08/26/2016,06/24/2016,08/01/2016,Abandon,False,False,False,True,False
azure-toolkit-for-eclipse.md,others,09/20/2016,07/07/2016,09/28/2016,Fresh,False,False,False,True,False
azure-toolkit-for-intellij-installation.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
azure-toolkit-for-intellij-whats-new.md,others,08/26/2016,07/07/2016,09/28/2016,Fresh,False,False,False,True,False
azure-toolkit-for-intellij.md,others,09/20/2016,07/07/2016,09/28/2016,Fresh,False,False,False,True,False
azure-web-apps-mysql.md,others,,,07/26/2016,Abandon,None,False,None,None,True
azure-web-apps-sqlserver.md,others,,,07/26/2016,Abandon,None,False,None,None,True
azure-web-apps-user-manual-part1.md,others,,,07/07/2016,Abandon,None,False,None,None,True
azure-web-apps-user-manual-part2.md,others,,,07/05/2016,Abandon,None,False,None,None,True
azure-web-apps-user-manual-part3.md,others,,,07/05/2016,Abandon,None,False,None,None,True
best-practices-availability-checklist.md,others,07/13/2016,04/01/2016,07/08/2016,Abandon,True,False,False,True,False
best-practices-caching.md,others,07/14/2016,07/14/2016,08/01/2016,Abandon,True,False,False,False,False
best-practices-data-partitioning.md,others,07/14/2016,07/14/2016,08/01/2016,Abandon,True,False,False,False,False
best-practices-monitoring.md,others,07/13/2016,07/13/2016,11/21/2016,Most Fresh,True,False,False,False,False
best-practices-scalability-checklist.md,others,07/13/2016,03/26/2016,07/08/2016,Abandon,True,False,False,True,False
best-practices.md,others,,,05/18/2016,Abandon,None,False,None,None,True
billing-understand-your-bill.md,others,09/13/2016,09/13/2016,10/24/2016,Most Fresh,False,False,False,False,False
cloud-services-php-create-web-role.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
developerdifferences.md,others,,,11/18/2016,Most Fresh,None,False,None,None,True
dotnet-develop-multitenant-applications.md,others,06/05/2015,06/05/2015,01/21/2016,Abandon,True,False,False,False,False
dotnet-sdk.md,others,06/30/2016,06/30/2016,08/08/2016,State,True,False,False,False,False
enus.md,others,,,09/16/2015,Abandon,None,False,None,None,True
fundamentals-application-models.md,others,,09/08/2015,01/21/2016,Abandon,False,False,True,None,False
fundamentals-introduction-to-azure.md,others,06/30/2015,06/30/2015,11/21/2016,Most Fresh,True,False,False,False,False
java-add-certificate-ca-store.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
java-download-azure-sdk.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
nodejs-specify-node-version-azure-apps.md,others,08/11/2016,08/11/2016,09/26/2016,Fresh,True,False,False,False,False
nodejs-use-node-modules-azure-apps.md,others,08/11/2016,08/11/2016,11/21/2016,Most Fresh,True,False,False,False,False
open-source-azure-resource-manager-zabbix.md,others,,,08/09/2016,State,None,False,None,None,True
open-source-azure-virtual-machines-configure-availability-set.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-create-elk-cluster.md,others,,,08/09/2016,State,None,False,None,None,True
open-source-azure-virtual-machines-create-mongodb-cluster.md,others,,,08/10/2016,State,None,False,None,None,True
open-source-azure-virtual-machines-create-website-cluster.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-lamp-website-kickstart.md,others,,,07/12/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-backup-databases.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-configure-redis-cluster.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-configure-zabbix-1.md,others,,,08/10/2016,State,None,False,None,None,True
open-source-azure-virtual-machines-linux-configure-zabbix-2.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-configure-zabbix-3.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-install-and-configure-haproxy.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-install-mysql.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-rdp-security-guide.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-linux-set-up-nginx-web-server.md,others,,,06/14/2016,Abandon,None,False,None,None,True
open-source-azure-virtual-machines-manage-mongodb-cluster.md,others,,,06/20/2016,Abandon,None,False,None,None,True
php-download-sdk.md,others,06/01/2016,06/01/2016,07/04/2016,Abandon,True,False,False,False,False
powershell-azure-resource-manager.md,others,08/18/2016,08/18/2016,10/24/2016,Most Fresh,True,False,False,False,False
powershell-install-configure.md,others,09/30/2016,09/30/2016,11/21/2016,Most Fresh,False,False,False,False,False
powershell-preview-resource-manager-changes.md,others,,10/09/2015,11/12/2015,Abandon,False,False,True,None,False
python-how-to-install.md,others,09/06/2016,09/06/2016,10/24/2016,Most Fresh,True,False,False,False,False
resource-group-audit.md,others,08/22/2016,08/22/2016,10/24/2016,Most Fresh,True,False,False,False,False
resource-group-authenticate-service-principal-cli.md,others,09/30/2016,09/30/2016,11/21/2016,Most Fresh,False,False,False,False,False
resource-group-authenticate-service-principal.md,others,09/12/2016,09/12/2016,10/24/2016,Most Fresh,True,False,False,False,False
resource-group-authoring-templates.md,others,07/19/2016,07/19/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-group-create-multiple.md,others,06/30/2016,06/30/2016,08/15/2016,State,True,False,False,False,False
resource-group-create-service-principal-portal.md,others,09/07/2016,09/07/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-group-define-dependencies.md,others,09/12/2016,09/12/2016,10/24/2016,Most Fresh,True,False,False,False,False
resource-group-link-resources.md,others,08/01/2016,08/01/2016,09/26/2016,Fresh,True,False,False,False,False
resource-group-linked-templates.md,others,09/02/2016,09/02/2016,10/24/2016,Most Fresh,True,False,False,False,False
resource-group-lock-resources.md,others,08/15/2016,08/15/2016,10/24/2016,Most Fresh,True,False,False,False,False
resource-group-move-resources.md,others,10/11/2016,10/11/2016,11/21/2016,Most Fresh,False,False,False,False,False
resource-group-overview.md,others,10/04/2016,09/16/2016,10/24/2016,Most Fresh,False,False,False,True,False
resource-group-portal-sharing-access.md,others,,03/28/2016,07/18/2016,Abandon,False,False,True,None,False
resource-group-rbac.md,others,,10/28/2015,01/21/2016,Abandon,False,False,True,None,False
resource-group-template-deploy-cli.md,others,08/15/2016,08/15/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-group-template-deploy-portal.md,others,09/15/2016,09/15/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-group-template-deploy-rest.md,others,07/11/2016,07/11/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-group-template-deploy.md,others,08/15/2016,08/15/2016,10/24/2016,Most Fresh,True,False,False,False,False
resource-group-template-functions.md,others,09/12/2016,09/12/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-group-using-tags.md,others,10/08/2016,10/08/2016,11/21/2016,Most Fresh,False,False,False,False,False
resource-manager-api-authentication.md,others,08/31/2016,08/31/2016,10/10/2016,Most Fresh,True,False,False,False,False
resource-manager-common-deployment-errors.md,others,07/14/2016,07/14/2016,08/15/2016,State,True,False,False,False,False
resource-manager-customize-template.md,others,08/01/2016,08/01/2016,09/26/2016,Fresh,True,False,False,False,False
resource-manager-deployment-model.md,others,07/29/2016,07/29/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-manager-export-template.md,others,08/03/2016,08/03/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-manager-java-sdk.md,others,,03/16/2016,04/05/2016,Abandon,False,False,True,None,False
resource-manager-keyvault-parameter.md,others,06/23/2016,06/23/2016,08/15/2016,State,True,False,False,False,False
resource-manager-net-sdk.md,others,,06/21/2016,08/15/2016,State,False,False,True,None,False
resource-manager-policy.md,others,07/12/2016,07/12/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-manager-rest-api.md,others,06/23/2016,06/23/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-manager-supported-services.md,others,07/18/2016,07/18/2016,09/19/2016,Fresh,True,False,False,False,False
resource-manager-template-best-practices.md,others,07/15/2016,07/15/2016,11/21/2016,Most Fresh,True,False,False,False,False
resource-manager-template-keyvault-secret.md,others,06/23/2016,06/23/2016,08/22/2016,State,True,False,False,False,False
resource-manager-template-keyvault.md,others,06/23/2016,06/23/2016,08/22/2016,State,True,False,False,False,False
resource-manager-template-links.md,others,04/05/2016,04/05/2016,05/05/2016,Abandon,True,False,False,False,False
resource-manager-template-lock.md,others,10/03/2016,10/03/2016,11/21/2016,Most Fresh,False,False,False,False,False
resource-manager-template-role.md,others,10/03/2016,10/03/2016,11/21/2016,Most Fresh,False,False,False,False,False
resource-manager-template-storage.md,others,04/05/2016,04/05/2016,05/05/2016,Abandon,True,False,False,False,False
resource-manager-template-walkthrough.md,others,08/04/2016,08/04/2016,09/26/2016,Fresh,True,False,False,False,False
resource-manager-troubleshoot-deployments-cli.md,others,08/15/2016,08/15/2016,10/10/2016,Most Fresh,True,False,False,False,False
resource-manager-troubleshoot-deployments-portal.md,others,06/15/2016,06/15/2016,07/18/2016,Abandon,True,False,False,False,False
resource-manager-troubleshoot-deployments-powershell.md,others,06/14/2016,06/14/2016,07/25/2016,Abandon,True,False,False,False,False
resource-manager-troubleshoot-deployments-rest.md,others,06/13/2016,06/13/2016,07/25/2016,Abandon,True,False,False,False,False
resource-manager-vs-code.md,others,09/26/2016,09/26/2016,11/21/2016,Most Fresh,False,False,False,False,False
role-based-access-control-powershell.md,others,,08/14/2015,10/03/2015,Abandon,False,False,True,None,False
role-based-access-control-xplat-cli.md,others,,08/14/2015,10/03/2015,Abandon,False,False,True,None,False
solution-dev-test-environments.md,others,01/22/2016,01/22/2016,11/28/2016,Most Fresh,True,False,False,False,False
test-new-anchor.md,others,,03/12/2015,06/09/2015,Abandon,None,False,None,None,True
virtual-machines-command-line-tools.md,others,09/22/2016,09/22/2016,11/21/2016,Most Fresh,False,False,False,False,False
xplat-cli-azure-resource-manager.md,others,08/22/2016,08/22/2016,11/28/2016,Most Fresh,True,False,False,False,False
xplat-cli-connect.md,others,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
xplat-cli-install.md,others,10/04/2016,10/04/2016,11/28/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnect-accounts-permissions.md,active directory,10/04/2016,09/13/2016,10/11/2016,Most Fresh,False,False,False,True,False
active-directory-aadconnect-azure-adfs.md,active directory,07/13/2016,07/13/2016,08/01/2016,Abandon,True,False,False,False,False
active-directory-aadconnect-design-concepts.md,active directory,09/13/2016,09/13/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnect-dirsync-deprecated.md,active directory,06/27/2016,06/27/2016,08/01/2016,Abandon,True,False,False,False,False
active-directory-aadconnect-dirsync-upgrade-get-started.md,active directory,08/19/2016,08/19/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnect-faq.md,active directory,08/08/2016,08/08/2016,08/29/2016,State,True,False,False,False,False
active-directory-aadconnect-feature-automatic-upgrade.md,active directory,08/24/2016,08/24/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnect-feature-preview.md,active directory,06/27/2016,06/27/2016,08/01/2016,Abandon,True,False,False,False,False
active-directory-aadconnect-federation-compatibility.md,active directory,09/12/2016,09/12/2016,11/25/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnect-federation-management.md,active directory,08/01/2016,08/01/2016,11/30/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnect-get-started-custom.md,active directory,09/13/2016,09/13/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnect-get-started-express.md,active directory,09/13/2016,09/13/2016,10/11/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnect-instances.md,active directory,06/27/2016,06/27/2016,08/01/2016,Abandon,True,False,False,False,False
active-directory-aadconnect-o365-certs.md,active directory,08/08/2016,08/08/2016,09/26/2016,Fresh,True,False,False,False,False
active-directory-aadconnect-ports.md,active directory,08/25/2016,08/25/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnect-prerequisites.md,active directory,06/27/2016,06/27/2016,11/30/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnect-topologies.md,active directory,06/27/2016,06/27/2016,08/08/2016,State,True,False,False,False,False
active-directory-aadconnect-troubleshoot-connectivity.md,active directory,06/27/2016,06/27/2016,08/08/2016,State,True,False,False,False,False
active-directory-aadconnect-upgrade-previous-version.md,active directory,06/27/2016,06/27/2016,08/08/2016,State,True,False,False,False,False
active-directory-aadconnect-user-signin.md,active directory,10/16/2016,10/16/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnect-version-history.md,active directory,08/23/2016,08/23/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnect-whats-next.md,active directory,08/08/2016,08/08/2016,08/29/2016,State,True,False,False,False,False
active-directory-aadconnect.md,active directory,10/04/2016,10/04/2016,11/30/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnectfed-whatis.md,active directory,07/14/2016,07/14/2016,08/08/2016,State,True,False,False,False,False
active-directory-aadconnectsync-attributes-synchronized.md,active directory,09/13/2016,09/13/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-best-practices-changing-default-configuration.md,active directory,08/22/2016,08/22/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-change-the-configuration.md,active directory,08/31/2016,08/31/2016,10/25/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-configure-filtering.md,active directory,09/13/2016,09/13/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-connector-domino.md,active directory,08/30/2016,08/30/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-connector-genericldap.md,active directory,08/30/2016,08/30/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-connector-genericsql-step-by-step.md,active directory,08/30/2016,08/30/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-connector-genericsql.md,active directory,08/30/2016,08/30/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-connector-powershell.md,active directory,08/30/2016,08/30/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-connector-version-history.md,active directory,08/17/2016,08/17/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-feature-directory-extensions.md,active directory,08/19/2016,08/19/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-feature-prevent-accidental-deletes.md,active directory,09/01/2016,09/01/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-feature-scheduler.md,active directory,08/04/2016,08/04/2016,08/29/2016,State,True,False,False,False,False
active-directory-aadconnectsync-functions-reference.md,active directory,08/23/2016,08/23/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-howto-azureadaccount.md,active directory,09/01/2016,09/01/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-implement-password-synchronization.md,active directory,08/24/2016,08/24/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-installation-wizard.md,active directory,08/31/2016,08/31/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-operations.md,active directory,09/01/2016,09/01/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-service-manager-ui-connectors.md,active directory,09/07/2016,09/07/2016,11/25/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-service-manager-ui-mvdesigner.md,active directory,09/07/2016,09/07/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-service-manager-ui-mvsearch.md,active directory,09/07/2016,09/07/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-service-manager-ui-operations.md,active directory,09/07/2016,09/07/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-service-manager-ui.md,active directory,09/07/2016,09/07/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-technical-concepts.md,active directory,10/10/2016,10/10/2016,10/31/2016,Most Fresh,False,False,False,False,False
active-directory-aadconnectsync-understanding-architecture.md,active directory,08/31/2016,08/31/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-understanding-declarative-provisioning-expressions.md,active directory,08/31/2016,08/31/2016,10/11/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-understanding-declarative-provisioning.md,active directory,08/29/2016,08/29/2016,10/25/2016,Most Fresh,True,False,False,False,False
active-directory-aadconnectsync-understanding-default-configuration.md,active directory,09/01/2016,09/01/2016,10/11/2016,Most Fresh,True,False,False,False,False
